candidate_id,name_tr,name_en,target_state,preferred_source,candidate_1_food_id,candidate_1_name_en,candidate_1_name_tr,candidate_1_category,candidate_1_calories_100g,candidate_1_protein_100g,candidate_1_carbs_100g,candidate_1_fat_100g,candidate_1_fiber_100g,candidate_1_sugar_100g,candidate_1_sodium_mg_100g,candidate_1_score,candidate_2_food_id,candidate_2_name_en,candidate_2_name_tr,candidate_2_category,candidate_2_calories_100g,candidate_2_protein_100g,candidate_2_carbs_100g,candidate_2_fat_100g,candidate_2_fiber_100g,candidate_2_sugar_100g,candidate_2_sodium_mg_100g,candidate_2_score,candidate_3_food_id,candidate_3_name_en,candidate_3_name_tr,candidate_3_category,candidate_3_calories_100g,candidate_3_protein_100g,candidate_3_carbs_100g,candidate_3_fat_100g,candidate_3_fiber_100g,candidate_3_sugar_100g,candidate_3_sodium_mg_100g,candidate_3_score,match_status,review_note
wl_198,Çipura (Izgara),Sea bream grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_199,Somon (Fırın),Salmon baked,baked,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_200,Ton Balığı (Izgara),Tuna steak grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_201,Karides (Haşlanmış),Shrimp boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_202,Midye (Haşlanmış),Mussels boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_203,Tavuk Göğsü (Izgara),Chicken breast grilled,grilled,USDA,1276,"Chicken Breast, Skinless, Boneless, Grilled","Derisiz Kemiksiz Tavuk Göğsü, Izgara",Et ve Tavuk,151,30.54,0,3.17,0,0,52,55,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_204,Tavuk But (Fırın),Chicken thigh roasted,baked,USDA,2031,Roasted with Skin Chicken Thigh,Fırınlanmış Derili Tavuk Kalça,Et ve Tavuk,232,23.26,0,14.71,0,0,102,38.3333,,,,,,,,,,,,,,,,,,,,,,,,,wrong_or_weak_match,Weak name/category alignment — do not auto-import.
wl_205,Dana Biftek (Izgara),Beef steak grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_206,Dana Kıyma (Pişmiş),Ground beef cooked,cooked,USDA,4516,"Ground Beef, Cooked",Pişmiş Dana Kıyma,Et ve Tavuk,240,25.07,0.62,14.53,0,0,85,85,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_207,Kuzu Pirzola (Izgara),Lamb chop grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_208,Hindi Göğsü (Fırın),Turkey breast roasted,baked,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_209,Yumurta (Haşlanmış),Egg boiled,boiled,USDA,2256,Hard-Boiled Whole Egg,Haşlanmış Bütün Yumurta,Süt Ürünleri,155,12.58,1.12,10.61,0,1.12,124,55,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_210,Yumurta (Sahanda),Egg fried,fried,USDA,3961,Fried Whole Egg,Kızarmış Bütün Yumurta,Süt Ürünleri,196,13.61,0.83,14.84,0,0.4,207,42.5,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_211,Yumurta Akı,Egg white,raw,USDA,5799,Egg White,Yumurta Akı,Süt Ürünleri,55,10.7,2.36,0,0,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_212,Yumurta Sarısı,Egg yolk,raw,USDA,5803,Egg Yolk,Yumurta Sarısı,Süt Ürünleri,334,16.2,1.02,28.8,0,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_213,Pastırma,Pastirma cured beef,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_214,Sucuk (Çiğ),Sucuk raw,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_215,Sosis (Pişmiş),Sausage cooked,cooked,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_216,Hindi Füme,Smoked turkey,any,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_217,Balık Köfte (Ev),Homemade fish patty,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_218,Mezgit (Izgara),Whiting grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_219,Hamsi (Izgara),Anchovy grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_220,Palamut (Izgara),Bonito grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_221,Dana Bonfile (Izgara),Beef tenderloin grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_222,Tavuk Kanat (Fırın),Chicken wings baked,baked,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_223,Hindi Sosis,Turkey sausage,any,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_224,Köfte (Izgara),Grilled meatballs,grilled,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_225,Ciğer (Izgara),Liver grilled,grilled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_226,Ricotta Peyniri,Ricotta cheese,any,USDA,5113,"Ricotta Cheese, Whole Milk",Tam Yağlı Ricotta Peyniri,Süt Ürünleri,157,7.81,6.86,11,0,0,105,83.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_227,Parmesan Peyniri,Parmesan cheese,any,USDA,4333,Parmesan Cheese,Parmesan Peyniri,Süt Ürünleri,421,29.6,12.4,28,0,0,1750,85,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_228,Peynir (Tulum),Tulum cheese,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_229,Kaşar Peyniri,Kashar cheese,any,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_230,Beyaz Peynir,White brined cheese,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_231,Lor Peyniri,Curd cheese,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_232,Labne,Labneh,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_233,Krem Peynir,Cream cheese,any,USDA,3387,Cream Cheese,Krem Peynir,Süt Ürünleri,350,6.15,5.52,34.44,0,3.76,314,85,3388,"Cream Cheese Flavor Frosting, Ready-to-Eat","Krem Peynir Aromalı Krema Kaplama, Hazır",Tatlı,415,0.1,67.32,17.3,0,63.54,191,83.5,3389,Cream Cheese Spread,Krem Peynirli Sürülebilir Peynir,Süt Ürünleri,295,7.1,3.5,28.6,0,3.5,436,83.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_234,Mozzarella,Mozzarella cheese,any,USDA,4217,Mozzarella Cheese Substitute,Mozzarella Peynir Muadili,Süt Ürünleri,248,11.47,23.67,12.22,0,23.67,685,83.5,1814,Low-Moisture Whole Milk Mozzarella,Düşük Nemli Tam Yağlı Mozzarella,Süt Ürünleri,318,21.6,2.47,24.64,0,1.01,710,30,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_235,Cheddar Peyniri,Cheddar cheese,any,USDA,811,Cheddar Cheese,Cheddar Peyniri,Süt Ürünleri,408,23.3,2.44,34,0,0,654,85,5079,Imitation American Cheddar Cheese,Taklit Amerikan Cheddar Peyniri,Süt Ürünleri,239,16.7,11.6,14,0,7.74,1345,83.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_236,Yoğurt (Tam Yağlı),Yogurt whole milk plain,whole milk,USDA,5114,Whole Milk Plain Yogurt,Tam Yağlı Sade Yoğurt,Süt Ürünleri,77.9524,3.8242,5.5749,4.484,0,0,41.78,55,5115,Whole Milk Plain Greek Yogurt,Tam Yağlı Sade Yunan Yoğurdu,Süt Ürünleri,93.6776,8.7789,4.754,4.394,0,0,33.76,55,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_237,Yoğurt (Yağsız),Yogurt nonfat plain,skim milk,USDA,5648,Nonfat Plain Yogurt,Yağsız Sade Yoğurt,Süt Ürünleri,50.0015,4.2268,8.0768,0.0875,0,0,51.48,55,5650,Nonfat Plain Greek Yogurt,Yağsız Sade Yunan Yoğurdu,Süt Ürünleri,61,10.3,3.64,0.37,0,0,36,55,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_238,Greek Yoğurt,Greek yogurt plain,any,USDA,177,Lowfat Plain Greek Yogurt,Az Yağlı Sade Süzme Yoğurt,Süt Ürünleri,73,9.95,3.94,1.92,0,3.56,34,55,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_239,Kaymak,Clotted cream,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_240,Tereyağı,Butter,any,USDA,235,"Almond Butter, Salted","Badem ezmesi, tuzlu",Kuruyemiş ve Tohum,614,20.96,18.82,55.5,10.3,6.27,227,66.8333,2570,"Cashew Butter, Salted","Kaju ezmesi, tuzlu",Kuruyemiş ve Tohum,609,12.12,30.3,53.03,3,9.09,295,66.8333,4334,"Chunky Peanut Butter, Salted","Parçacıklı Fıstık Ezmesi, Tuzlu",Baklagiller,589,24.06,21.57,49.94,8,8.41,486,66.8333,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_241,Krema (Sıvı),Heavy cream,any,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_242,Süzme Peynir,Cottage cheese,any,USDA,145,"Low-Fat Cottage Cheese, 1%","Az Yağlı Cottage Peyniri, %1",Süt Ürünleri,72,12.39,2.72,1.02,0,2.72,406,58.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_243,Hellim Peyniri (Izgara),Halloumi grilled,grilled,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_244,Dil Peyniri,String cheese,any,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_245,Ayran Yoğurt Bazlı,Plain yogurt drink base,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_246,Kefir (Sade),Kefir plain,any,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_247,Süt Tozu,Powdered milk,any,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_248,Peynir Altı Suyu,Whey,any,USDA,71,"Acid Whey, Dried",Asit Peynir Altı Suyu Tozu,Süt Ürünleri,339,11.73,73.45,0.54,0,73.45,968,45,,,,,,,,,,,,,,,,,,,,,,,,,likely_match_manual_check,Plausible USDA candidate — manual review required before catalog update.
wl_249,Kakao Süt Tozu Karışım,Chocolate milk powder,any,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_250,Vegan Peynir,Vegan cheese,any,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_251,Pirinç (Çiğ Beyaz),White rice raw,raw,USDA,6027,"White Rice, Raw",Çiğ Beyaz Pirinç,Tahıl ve Ekmek,358.705,7.0389,80.3131,1.033,0.1488,0,0.4625,85,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_252,Pirinç (Haşlanmış),White rice cooked,cooked,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_253,Bulgur (Kuru),Bulgur dry,raw,USDA,3550,"Bulgur, Dry, Raw",Kuru Çiğ Bulgur,Tahıl ve Ekmek,372.341,11.7562,75.8817,2.421,11.72,0,2.18,83.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_254,Bulgur (Haşlanmış),Bulgur cooked,cooked,USDA,4621,Cooked Bulgur,Pişmiş bulgur,Tahıl ve Ekmek,83,3.08,18.58,0.24,4.5,0.1,5,38.3333,,,,,,,,,,,,,,,,,,,,,,,,,wrong_or_weak_match,Weak name/category alignment — do not auto-import.
wl_255,Makarna (Çiğ),Pasta dry,raw,USDA,3511,Dry Pasta,Kuru Makarna,Tahıl ve Ekmek,371,13.04,74.67,1.51,3.2,2.67,6,7.5,3521,Dry Whole Wheat Pasta,Kuru Tam Buğday Makarna,Tahıl ve Ekmek,362,13.51,73.1,2.68,10.1,2.6,11,7.5,,,,,,,,,,,,,wrong_or_weak_match,Candidate cooking/preparation state likely wrong — reject or pick alternate.
wl_256,Makarna (Haşlanmış),Pasta cooked,cooked,USDA,5815,"Homemade Egg Pasta, Cooked",Yumurtalı Ev Yapımı Pişmiş Makarna,Tahıl ve Ekmek,130,5.28,23.54,1.74,0,0,83,71,4565,Cooked Whole Wheat Pasta,Pişmiş Tam Buğday Makarna,Tahıl ve Ekmek,156,5.67,30.87,1.48,4.5,0.65,4,42.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_257,Tam Buğday Ekmeği,Whole wheat bread,any,USDA,5083,Whole Wheat Bread,Tam Buğday Ekmeği,Tahıl ve Ekmek,254,12.3,43.1,3.55,6,0,450,85,5118,Whole Wheat French Bread,Tam buğday fransız ekmeği,Tahıl ve Ekmek,239,8.33,49.1,1.04,4.2,0,375,55,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_258,Beyaz Ekmek,White bread,any,USDA,532,White Bread,Beyaz Ekmek,Tahıl ve Ekmek,270,9.43,49.2,3.59,2.3,0,477,85,577,White Wheat Bread,Beyaz buğday ekmeği,Tahıl ve Ekmek,238,10.66,43.91,2.15,9.2,5,478,55,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_259,Simit,Simit bread ring,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_260,Lavaş,Lavash flatbread,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_261,Pide (Beyaz),Turkish pide bread,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_262,Yulaf Ezmesi (Kuru),Rolled oats dry,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_263,Yulaf Lapası (Pişmiş),Oatmeal cooked,cooked,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_264,Mısır Gevreği (Sade),Corn flakes plain,any,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_265,Granola,Granola,any,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_266,Kinoa (Haşlanmış),Quinoa cooked,cooked,USDA,2970,"Quinoa, Cooked","Kinoa, Pişmiş",Tahıl ve Ekmek,120,4.4,21.3,1.92,2.8,0.87,7,72.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_267,Kuskus (Haşlanmış),Couscous cooked,cooked,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_268,İrmik (Kuru),Semolina dry,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_269,Yulaf Unu,Oat flour,raw,USDA,5790,Oat Flour,Yulaf unu,Tahıl ve Ekmek,404,14.66,65.7,9.12,6.5,0.8,19,85,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_270,Mısır Unu,Corn flour,raw,USDA,4254,Corn Flour,Mısır Unu,Tahıl ve Ekmek,364,6.2,80.8,1.74,4.3,0,0,85,5857,Unenriched Masa Corn Flour,Zenginleştirilmemiş Masa Mısır Unu,Tahıl ve Ekmek,363,8.46,76.59,3.69,6.4,1.61,5,83.5,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_271,Buğday Unu (Beyaz),Wheat flour white,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_272,Tam Buğday Unu,Whole wheat flour,raw,USDA,5092,Whole Wheat Flour,Tam Buğday Unu,Tahıl ve Ekmek,370,15.1,71.2,2.73,10.6,0,3,85,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_273,Galeta Unu,Breadcrumbs,any,USDA,2085,Bread Crumbs,Galeta unu,Tahıl ve Ekmek,266,8.85,49.42,3.33,2.7,5.67,490,68.3333,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_274,Mısır Ekmeği,Cornbread,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_275,Ekşi Mayalı Ekmek,Sourdough bread,any,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_276,Basmati Pirinç (Haşlanmış),Basmati rice cooked,cooked,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_277,Esmer Pirinç (Haşlanmış),Brown rice cooked,cooked,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_278,Noodle (Haşlanmış),Noodles cooked,cooked,USDA,4859,"Soba Noodles, Cooked","Soba noodle, pişmiş",Tahıl ve Ekmek,99,5.06,21.44,0.1,0,0,60,71,4866,"Somen Noodles, Cooked","Somen noodle, pişmiş",Tahıl ve Ekmek,131,4,27.54,0.18,0,0,161,71,2494,"Spinach Egg Noodles, Cooked","Ispanaklı yumurtalı erişte, pişmiş",Tahıl ve Ekmek,132,5.04,24.25,1.57,2.3,0.71,12,58.5,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_279,Tam Tahıl Galeta,Whole grain cracker,any,OPEN_FOOD_FACTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_280,Tortilla (Buğday),Wheat tortilla,any,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_281,Mercimek (Yeşil Kuru),Green lentil dry,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_282,Mercimek (Kırmızı Kuru),Red lentil dry,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_283,Mercimek (Yeşil Haşlanmış),Green lentil boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_284,Mercimek (Kırmızı Haşlanmış),Red lentil boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_285,Barbunya (Kuru),Kidney bean dry,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_286,Barbunya (Haşlanmış),Kidney bean boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_287,Nohut (Kuru),Chickpea dry,raw,USDA,3517,"Chickpeas, Dry",Kuru Nohut,Baklagiller,382.998,21.275,60.358,6.274,0,0,8.779,12.5,,,,,,,,,,,,,,,,,,,,,,,,,wrong_or_weak_match,Candidate cooking/preparation state likely wrong — reject or pick alternate.
wl_288,Nohut (Haşlanmış),Chickpea boiled,boiled,USDA,6267,Raw Chickpeas,Çiğ Nohut,Baklagiller,378,20.47,62.95,6.04,12.2,10.7,24,0,,,,,,,,,,,,,,,,,,,,,,,,,wrong_or_weak_match,Candidate cooking/preparation state likely wrong — reject or pick alternate.
wl_289,Kuru Fasulye (Kuru),White bean dry,raw,USDA,6220,"Navy Beans, Raw",Çiğ Kuru Fasulye,Baklagiller,337,22.33,60.75,1.5,15.3,3.88,5,30,,,,,,,,,,,,,,,,,,,,,,,,,wrong_or_weak_match,Weak name/category alignment — do not auto-import.
wl_290,Kuru Fasulye (Haşlanmış),White bean boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_291,Soya Fasulyesi (Haşlanmış),Soybeans boiled,boiled,USDA,5371,Boiled Mature Soybeans without Salt,Tuzsuz Haşlanmış Soya Fasulyesi,Baklagiller,172,18.21,8.36,8.97,6,3,1,60,5376,Boiled Green Soybeans without Salt,Tuzsuz Haşlanmış Yeşil Soya Fasulyesi,Sebze,141,12.35,11.05,6.4,4.2,0,14,60,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
wl_292,Edamame (Haşlanmış),Edamame boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_293,Börülce (Haşlanmış),Black-eyed peas boiled,boiled,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_294,Fava (Kuru),Fava bean dry,raw,USDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_source_match,No USDA candidates passed strict scoring filters.
wl_295,Humus,Hummus,any,TURKOMP_OR_RECIPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_296,Kabak Çekirdeği,Pumpkin seeds,any,USDA,6169,"Pumpkin Seeds, Raw",Çiğ Kabak Çekirdeği,Kuruyemiş ve Tohum,554.602,29.9079,18.6751,40.03,5.079,0,0,83.5,,,,,,,,,,,,,,,,,,,,,,,,,can_update_from_usda,"Strong USDA match — name, state, and category align; quick human confirm then import."
