catalog_food_id,slug,name_tr,name_en,category_tr,category_en,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g,default_portion_label_tr,default_portion_label_en,default_portion_grams,aliases_tr,aliases_en,tags,search_text_tr,search_text_en,source_type,source_name,source_food_id,confidence,review_status,visible
93,kasar_peyniri,Kaşar Peyniri,,Süt Ürünleri,Dairy,380,25.2,2,30,0,0,0,1 Dilim,,25,"Kaşar Peyniri, kaşar peyniri, kasar peyniri",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Kaşar Peyniri Kaşar Peyniri, kaşar peyniri, kasar peyniri Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
94,labne,Labne,,Süt Ürünleri,Dairy,184,6,4,16,0,0,0,1 Kase,,100,"Labne, labne",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Keto","Labne Labne, labne Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
95,kefir,Kefir,,Süt Ürünleri,Dairy,63.5,3.3,4.7,3.5,0,0,0,1 Bardak,,200,"Kefir, kefir",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Kefir Kefir, kefir Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
96,suzme_yogurt,Süzme Yoğurt,,Süt Ürünleri,Dairy,99.3333,10,3.6,5,0,0,0,1 Kase,,150,"Süzme Yoğurt, süzme yoğurt, suzme yogurt",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Akdeniz","Süzme Yoğurt Süzme Yoğurt, süzme yoğurt, suzme yogurt Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
97,tereyagi,Tereyağı,,Süt Ürünleri,Dairy,730,1,0,81,0,0,0,1 Dilim,,10,"Tereyağı, tereyağı, tereyagi",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Keto","Tereyağı Tereyağı, tereyağı, tereyagi Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
98,krema_35,Krema (%35),,Süt Ürünleri,Dairy,340,2,2.6667,36,0,0,0,1 Porsiyon,,15,"Krema (%35), Krema, krema %35, krema, krema 35",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Keto","Krema (%35) Krema (%35), Krema, krema %35, krema, krema 35 Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
99,beyaz_ekmek,Beyaz Ekmek,,Tahıl & Ekmek,Grains & Bread,263.3333,9,49,3.3333,0,0,0,1 Dilim,,30,"Beyaz Ekmek, beyaz ekmek",,"Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Beyaz Ekmek Beyaz Ekmek, beyaz ekmek Tahıl & Ekmek Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
100,bazlama,Bazlama,,Tahıl & Ekmek,Grains & Bread,267,8,52,3,0,0,0,1 Adet,,100,"Bazlama, bazlama",,"Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Bazlama Bazlama, bazlama Tahıl & Ekmek Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
101,lavas,Lavaş,,Tahıl & Ekmek,Grains & Bread,278.3333,9,54,3,0,0,0,1 Adet,,60,"Lavaş, lavaş, lavas",,"Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Lavaş Lavaş, lavaş, lavas Tahıl & Ekmek Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
102,nohutlu_pilav,Nohutlu Pilav,,Tahıl & Ekmek,Grains & Bread,166,4.5,28,4,0,0,0,1 Porsiyon,,200,"Nohutlu Pilav, nohutlu pilav",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Nohutlu Pilav Nohutlu Pilav, nohutlu pilav Tahıl & Ekmek Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
103,misir_gevregi,Mısır Gevreği,,Sebze,Vegetable,400,9,84,3,0,0,0,1 Kase,,40,"Mısır Gevreği, mısır gevreği, misir gevregi",,"Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Mısır Gevreği Mısır Gevreği, mısır gevreği, misir gevregi Sebze Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
104,granola,Granola,,Tahıl & Ekmek,Grains & Bread,476,10,64,20,0,0,0,1 Kase,,50,"Granola, granola",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Granola Granola, granola Tahıl & Ekmek Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
105,ceviz,Ceviz,,Kuruyemiş,Nuts & Seeds,700,15,15,65,0,0,0,1 Adet,,4,"Ceviz, ceviz",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein","Ceviz Ceviz, ceviz Kuruyemiş Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
106,findik,Fındık,,Kuruyemiş,Nuts & Seeds,550,15,15,50,0,0,0,1 Adet,,2,"Fındık, fındık, findik",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein","Fındık Fındık, fındık, findik Kuruyemiş Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
107,fistik,Fıstık,,Kuruyemiş,Nuts & Seeds,620,26,16,50,0,0,0,1 Adet,,5,"Fıstık, fıstık, fistik",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein","Fıstık Fıstık, fıstık, fistik Kuruyemiş Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
108,ay_cekirdegi_cekilmis,Ay Çekirdeği (Çekilmiş),,Genel,General,623.3333,21,20,51,0,0,0,1 Kase,,30,"Ay Çekirdeği (Çekilmiş), Ay Çekirdeği, ay çekirdeği çekilmiş, ay çekirdeği, ay cekirdegi cekilmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein","Ay Çekirdeği (Çekilmiş) Ay Çekirdeği (Çekilmiş), Ay Çekirdeği, ay çekirdeği çekilmiş, ay çekirdeği, ay cekirdegi cekilmis Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Keto, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
109,chia_tohumu,Chia Tohumu,,Kuruyemiş,Nuts & Seeds,508.3333,16.6667,41.6667,30.8333,0,0,0,1 Porsiyon,,12,"Chia Tohumu, chia tohumu",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein","Chia Tohumu Chia Tohumu, chia tohumu Kuruyemiş Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
110,zeytinyagli_fasulye,Zeytinyağlı Fasulye,,Baklagil,Legumes,96,2.5,8,6,0,0,0,1 Tabak,,200,"Zeytinyağlı Fasulye, zeytinyağlı fasulye, zeytinyagli fasulye",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif","Zeytinyağlı Fasulye Zeytinyağlı Fasulye, zeytinyağlı fasulye, zeytinyagli fasulye Baklagil Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
111,i_mam_bayildi,İmam Bayıldı,,Yemek,Prepared Dish,83.6,1.52,7,5.52,0,0,0,1 Porsiyon,,250,"İmam Bayıldı, imam bayıldı, i mam bayildi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz","İmam Bayıldı İmam Bayıldı, imam bayıldı, i mam bayildi Yemek Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
112,yaprak_sarma,Yaprak Sarma,,Yemek,Prepared Dish,125.7143,2.8571,18,4.5714,0,0,0,1 Adet,,35,"Yaprak Sarma, yaprak sarma",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz","Yaprak Sarma Yaprak Sarma, yaprak sarma Yemek Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
113,dolma_biber,Dolma (Biber),,Sebze,Vegetable,108,2.5333,12,5.5333,0,0,0,1 Adet,,150,"Dolma (Biber), Dolma, dolma biber, dolma",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz","Dolma (Biber) Dolma (Biber), Dolma, dolma biber, dolma Sebze Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
114,hunkar_begendi,Hünkar Beğendi,,Genel,General,145.2,6,10,9,0,0,0,1 Porsiyon,,250,"Hünkar Beğendi, hünkar beğendi, hunkar begendi",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz","Hünkar Beğendi Hünkar Beğendi, hünkar beğendi, hunkar begendi Genel Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
115,etli_nohut,Etli Nohut,,Baklagil,Legumes,150,9,15,6,0,0,0,1 Porsiyon,,200,"Etli Nohut, etli nohut",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Yüksek Lif","Etli Nohut Etli Nohut, etli nohut Baklagil Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
116,ezogelin_corbasi,Ezogelin Çorbası,,Çorba,Soup,61.6,3,9,1.52,0,0,0,1 Kase,,250,"Ezogelin Çorbası, ezogelin çorbası, ezogelin corbasi",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz","Ezogelin Çorbası Ezogelin Çorbası, ezogelin çorbası, ezogelin corbasi Çorba Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
117,tarhana_corbasi,Tarhana Çorbası,,Çorba,Soup,52.8,2.52,8,1.2,0,0,0,1 Kase,,250,"Tarhana Çorbası, tarhana çorbası, tarhana corbasi",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz","Tarhana Çorbası Tarhana Çorbası, tarhana çorbası, tarhana corbasi Çorba Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
118,i_skembe_corbasi,İşkembe Çorbası,,Çorba,Soup,48.8,4.52,2,2.52,0,0,0,1 Kase,,250,"İşkembe Çorbası, işkembe çorbası, i skembe corbasi",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","İşkembe Çorbası İşkembe Çorbası, işkembe çorbası, i skembe corbasi Çorba Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
119,pilav_ustu_doner_tavuk,Pilav Üstü Döner (Tavuk),,Et & Tavuk,Meat & Poultry,186,15,18,6,0,0,0,1 Porsiyon,,350,"Pilav Üstü Döner (Tavuk), Pilav Üstü Döner, pilav üstü döner tavuk, pilav üstü döner, pilav ustu doner tavuk",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Pilav Üstü Döner (Tavuk) Pilav Üstü Döner (Tavuk), Pilav Üstü Döner, pilav üstü döner tavuk, pilav üstü döner, pilav ustu doner tavuk Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
120,kokorec,Kokoreç,,Genel,General,318,18,3,26,0,0,0,1 Porsiyon,,150,"Kokoreç, kokoreç, kokorec",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Kokoreç Kokoreç, kokoreç, kokorec Genel Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
121,midye_dolma,Midye Dolma,,Balık & Deniz,Fish & Seafood,188,12,10,11,0,0,0,1 Adet,,50,"Midye Dolma, midye dolma",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Akdeniz","Midye Dolma Midye Dolma, midye dolma Balık & Deniz Glutensiz, Laktozsuz, Kuruyemişsiz, Akdeniz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
122,mercimek_koftesi,Mercimek Köftesi,,Et & Tavuk,Meat & Poultry,160,7,24,4,0,0,0,1 Porsiyon,,150,"Mercimek Köftesi, mercimek köftesi, mercimek koftesi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Mercimek Köftesi Mercimek Köftesi, mercimek köftesi, mercimek koftesi Et & Tavuk Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
123,pide_kiymali,Pide (Kıymalı),,Tahıl & Ekmek,Grains & Bread,292,14,32,12,0,0,0,1 Adet,,250,"Pide (Kıymalı), Pide, pide kıymalı, pide, pide kiymali",,"Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Pide (Kıymalı) Pide (Kıymalı), Pide, pide kıymalı, pide, pide kiymali Tahıl & Ekmek Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
124,humus,Humus,,Baklagil,Legumes,178,8,14,10,0,0,0,1 Kase,,100,"Humus, humus",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Akdeniz, Yüksek Lif, Yüksek Protein","Humus Humus, humus Baklagil Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz, Akdeniz, Yüksek Lif, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
125,revani,Revani,,Tatlı,Dessert,338,5,48,14,0,0,0,1 Dilim,,100,"Revani, revani",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz","Revani Revani, revani Tatlı Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
126,sutlac,Sütlaç,,Süt Ürünleri,Dairy,108.5,3.5,18,2.5,0,0,0,1 Kase,,200,"Sütlaç, sütlaç, sutlac",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz","Sütlaç Sütlaç, sütlaç, sutlac Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
127,asure,Aşure,,Tatlı,Dessert,118,3,22,2,0,0,0,1 Kase,,250,"Aşure, aşure, asure",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Aşure Aşure, aşure, asure Tatlı Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
128,helva_tahin,Helva (Tahin),,Tatlı,Dessert,552,12,54,32,0,0,0,1 Dilim,,50,"Helva (Tahin), Helva, helva tahin, helva",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz","Helva (Tahin) Helva (Tahin), Helva, helva tahin, helva Tatlı Vegan, Vejetaryen, Glutensiz, Laktozsuz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
129,lokum,Lokum,,Tatlı,Dessert,325,0,81.6667,0,0,0,0,1 Adet,,12,"Lokum, lokum",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Lokum Lokum, lokum Tatlı Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
130,zeytin_siyah,Zeytin (Siyah),,Yağ & Sos,Oils & Sauces,128.5714,0.8571,6.2857,11.1429,0,0,0,1 Adet,,35,"Zeytin (Siyah), Zeytin, zeytin siyah, zeytin",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Keto","Zeytin (Siyah) Zeytin (Siyah), Zeytin, zeytin siyah, zeytin Yağ & Sos Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
131,zeytin_yesil,Zeytin (Yeşil),,Yağ & Sos,Oils & Sauces,157.1429,1.1429,3.7143,15.1429,0,0,0,1 Adet,,35,"Zeytin (Yeşil), Zeytin, zeytin yeşil, zeytin, zeytin yesil",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Keto","Zeytin (Yeşil) Zeytin (Yeşil), Zeytin, zeytin yeşil, zeytin, zeytin yesil Yağ & Sos Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
132,bal,Bal,,Genel,General,328.5714,0.4762,81.9048,0,0,0,0,1 Porsiyon,,21,"Bal, bal",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Bal Bal, bal Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
133,recel_kayisi,Reçel (Kayısı),,Genel,General,280,0.5,69,0,0,0,0,1 Porsiyon,,20,"Reçel (Kayısı), Reçel, reçel kayısı, reçel, recel kayisi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Reçel (Kayısı) Reçel (Kayısı), Reçel, reçel kayısı, reçel, recel kayisi Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
134,protein_bar,Protein Bar,,Genel,General,395,30,35,15,0,0,0,1 Adet,,60,"Protein Bar, protein bar",,"Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Protein Bar Protein Bar, protein bar Genel Vejetaryen, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
135,sosis_dana,Sosis (Dana),,Et & Tavuk,Meat & Poultry,298.75,12,2,27,0,0,0,1 Adet,,80,"Sosis (Dana), Sosis, sosis dana, sosis",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Sosis (Dana) Sosis (Dana), Sosis, sosis dana, sosis Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
136,tavuk_sis,Tavuk Şiş,,Et & Tavuk,Meat & Poultry,161.3333,28,1,5,0,0,0,1 Porsiyon,,150,"Tavuk Şiş, tavuk şiş, tavuk sis",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Tavuk Şiş Tavuk Şiş, tavuk şiş, tavuk sis Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
137,firin_tavuk_but,Fırın Tavuk But,,Et & Tavuk,Meat & Poultry,186.6667,22,0,11,0,0,0,1 Adet,,120,"Fırın Tavuk But, fırın tavuk but, firin tavuk but",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Fırın Tavuk But Fırın Tavuk But, fırın tavuk but, firin tavuk but Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
138,kisir,Kısır,,Yemek,Prepared Dish,154.5,4.5,24,4.5,0,0,0,1 Porsiyon,,200,"Kısır, kısır, kisir",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif","Kısır Kısır, kısır, kisir Yemek Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
139,pilav_tereyagli,Pilav (Tereyağlı),,Süt Ürünleri,Dairy,144,2.8,26,3.2,0,0,0,1 Porsiyon,,200,"Pilav (Tereyağlı), Pilav, pilav tereyağlı, pilav, pilav tereyagli",,"Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Pilav (Tereyağlı) Pilav (Tereyağlı), Pilav, pilav tereyağlı, pilav, pilav tereyagli Süt Ürünleri Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
140,soya_sutu,Soya Sütü,,Süt Ürünleri,Dairy,54.5833,3.2917,6.2917,1.7917,0,0,0,1 Bardak,,240,"Soya Sütü, soya sütü, soya sutu",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Soya Sütü Soya Sütü, soya sütü, soya sutu Süt Ürünleri Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
141,seftali,Şeftali,,Genel,General,39.3333,0.9333,9.3333,0.2667,0,0,0,1 Adet,,150,"Şeftali, şeftali, seftali",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Şeftali Şeftali, şeftali, seftali Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
142,ayva,Ayva,,Genel,General,28.5,0.2,7.5,0.1,0,0,0,1 Adet,,200,"Ayva, ayva",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Ayva Ayva, ayva Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
