catalog_food_id,name_tr,category_tr,suggested_category_tr,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g,default_portion_label_tr,default_portion_grams,candidate_1_name_tr,candidate_1_calories_100g,candidate_quality,proposed_status,issues_summary,recommended_action
123,Pide (Kıymalı),Tahıl & Ekmek,,292,14,32,12,0,0,0,1 Adet,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
124,Humus,Baklagil,,178,8,14,10,0,0,0,1 Kase,100,Humus,229.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA eşleşmesini elle onayla; uygunsa verified yap
125,Revani,Tatlı,,338,5,48,14,0,0,0,1 Dilim,100,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
126,Sütlaç,Süt Ürünleri,Tatlı,108.5,3.5,18,2.5,0,0,0,1 Kase,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | category_mismatch: Süt Ürünleri -> Tatlı | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
127,Aşure,Tatlı,,118,3,22,2,0,0,0,1 Kase,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
128,Helva (Tahin),Tatlı,,552,12,54,32,0,0,0,1 Dilim,50,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
129,Lokum,Tatlı,,325,0,81.6667,0,0,0,0,1 Adet,12,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
130,Zeytin (Siyah),Yağ & Sos,,128.5714,0.8571,6.2857,11.1429,0,0,0,1 Adet,35,Siyah zeytin,116.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA eşleşmesini elle onayla; uygunsa verified yap
131,Zeytin (Yeşil),Yağ & Sos,,157.1429,1.1429,3.7143,15.1429,0,0,0,1 Adet,35,Yeşil zeytin,145.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA eşleşmesini elle onayla; uygunsa verified yap
132,Bal,Genel,,328.5714,0.4762,81.9048,0,0,0,0,1 Porsiyon,21,Bal,304.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA eşleşmesini elle onayla; uygunsa verified yap
133,Reçel (Kayısı),Genel,,280,0.5,69,0,0,0,0,1 Porsiyon,20,Kayısı Reçeli,242.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA eşleşmesini elle onayla; uygunsa verified yap
134,Protein Bar,Genel,,395,30,35,15,0,0,0,1 Adet,60,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kaynak bulunana kadar pending kalsın
135,Sosis (Dana),Et & Tavuk,,298.75,12,2,27,0,0,0,1 Adet,80,Ballı Dana Rulo Sosis,182.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA adayı reddedilsin; doğru kaynak tekrar aranmalı
136,Tavuk Şiş,Et & Tavuk,,161.3333,28,1,5,0,0,0,1 Porsiyon,150,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kaynak bulunana kadar pending kalsın
137,Fırın Tavuk But,Et & Tavuk,,186.6667,22,0,11,0,0,0,1 Adet,120,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kaynak bulunana kadar pending kalsın
138,Kısır,Yemek,,154.5,4.5,24,4.5,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
139,Pilav (Tereyağlı),Süt Ürünleri,Tahıl & Ekmek,144,2.8,26,3.2,0,0,0,1 Porsiyon,200,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Süt Ürünleri -> Tahıl & Ekmek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
140,Soya Sütü,Süt Ürünleri,,54.5833,3.2917,6.2917,1.7917,0,0,0,1 Bardak,240,Az Yağlı Soya Sütü,43.0,likely_related,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA adayını elle kontrol et; pişmiş/çiğ farkını netleştir
141,Şeftali,Genel,Meyve,39.3333,0.9333,9.3333,0.2667,0,0,0,1 Adet,150,"Bebek Maması, Bebek/Çocuk Şeftali Doğranmış",51.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
142,Ayva,Genel,Meyve,28.5,0.2,7.5,0.1,0,0,0,1 Adet,200,"Ayva, Çiğ",57.0,likely_related,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
143,Limon,Genel,,28.3333,1,9,0.3333,0,0,0,1 Adet,60,Limon Biberli Füme Hindi Göğsü,95.0,bad_candidate_keyword,CANDIDATE_WRONG_AND_CURRENT_SUSPICIOUS,CANDIDATE_WRONG_AND_CURRENT_SUSPICIOUS | candidate_quality=bad_candidate_keyword | Önceki raporda current değer/makro uyumsuzluğu ve yanlış USDA adayı vardı. | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,DÜZELTME ÖNCELİĞİ YÜKSEK
144,Vişne,Genel,Meyve,50,1,12,0.3,0,0,0,1 Kase,100,Kurutulmuş Şekerli Vişne,333.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
145,Böğürtlen,Genel,Meyve,43,1.4,10,0.5,0,0,0,1 Kase,100,Böğürtlen suyu,38.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
146,Ahududu,Genel,Meyve,52,1.2,12,0.7,0,0,0,1 Kase,100,Ahududu Suyu Konsantresi,221.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
147,Dut (Taze),Genel,Meyve,43,1.4,10,0.4,0,0,0,1 Kase,100,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
148,Mango,Genel,Meyve,60,0.8485,15.1515,0.3636,0,0,0,1 Adet,165,"Bebek Maması, Meyveli Tatlı Mango ile Tapyoka",70.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
149,Papaya,Genel,Meyve,39.3333,0.6,10,0.2667,0,0,0,1 Adet,150,"Bebek Maması, Süzme Meyve Guava ve Papaya ile Tapyoka",63.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
150,Kayısı (Kuru),Genel,Meyve,320,4.6667,83.3333,0.6667,0,0,0,1 Adet,15,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
151,Kuru Üzüm,Genel,Meyve,322.5,3.25,85,0.5,0,0,0,1 Kase,40,Çekirdekli Kuru Üzüm,296.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Meyve | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
152,Soğan (Çiğ),Genel,Sebze,40,1.1,9.3,0.1,0,0,0,1 Adet,100,"Arpacık Soğan, Çiğ",72.0,likely_related,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
153,Sarımsak,Genel,Sebze,433.3333,20,100,0,0,0,0,1 Diş,3,Çiğ Sarımsak,143.0,likely_related,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | macro_weight_over_105g(120.0); portion_grams_extreme(3.0) | category_mismatch: Genel -> Sebze | 100g makroları imkansız: protein 20g + karbonhidrat 100g = 120g; değer değişmeli. | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,DÜZELTME ÖNCELİĞİ YÜKSEK
154,Lahana (Beyaz),Genel,Sebze,25,1.3,5.8,0.1,0,0,0,1 Kase,100,Çiğ Beyaz Lahana,31.4275,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
155,Kereviz,Genel,Sebze,16,0.7,3,0.2,0,0,0,1 Adet,100,Çiğ Kereviz Sapı,16.6973,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
156,Pırasa,Genel,Sebze,54,1.3,12.6,0.3,0,0,0,1 Porsiyon,100,"Pırasa, çiğ",61.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
157,Enginar,Genel,Sebze,44.1667,2.75,9.8333,0.1667,0,0,0,1 Adet,120,Çiğ Enginar,47.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
158,Bamya (Haşlanmış),Genel,Sebze,33,2,7.5,0.2,0,0,0,1 Porsiyon,100,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
159,Semizotu,Genel,Sebze,20,2,3.4,0.4,0,0,0,1 Kase,100,"Semizotu, Çiğ",20.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
160,Taze Fasulye,Baklagil,,31,1.8,7,0.1,0,0,0,1 Porsiyon,100,"Bebek Maması, Bebek/Çocuk Taze Fasulye Doğranmış",29.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA adayı reddedilsin; doğru kaynak tekrar aranmalı
161,Barbunya (Haşlanmış),Genel,Baklagil,127,8.7,22.8,0.5,0,0,0,1 Porsiyon,100,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Baklagil | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
162,Patlıcan Kızartma,Sebze,,160,2,9,13,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
163,Biber (Çiğ),Sebze,,31,1,7,0.3,0,0,0,1 Adet,100,Çiğ Çekirdeği Çıkarılmış Jalapeno Biber,24.1264,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA adayı reddedilsin; doğru kaynak tekrar aranmalı
164,Karnabahar Kızartma,Sebze,,120,3.3333,9.3333,8,0,0,0,1 Porsiyon,150,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
165,Patates Kızartması,Sebze,,243.3333,2.6667,32,11.3333,0,0,0,1 Porsiyon,150,Dondurulmuş Tatlı Patates Kızartması,182.0,likely_related,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=likely_related | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
166,Kaşkaval Peyniri,Süt Ürünleri,,376.6667,23.3333,3.3333,30,0,0,0,1 Dilim,30,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kaynak bulunana kadar pending kalsın
167,Çökelek,Genel,Süt Ürünleri,98,11,3,4.5,0,0,0,1 Kase,100,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Süt Ürünleri | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
168,Kaymak,Genel,Süt Ürünleri,680,8.3333,10,66.6667,0,0,0,1 Porsiyon,30,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Süt Ürünleri | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
169,Krem Peynir,Süt Ürünleri,,340,6.6667,5.3333,33.3333,0,0,0,1 Porsiyon,30,Krem Peynir,350.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA eşleşmesini elle onayla; uygunsa verified yap
170,Mozzarella,Genel,Süt Ürünleri,283.3333,21,3.3333,21,0,0,0,1 Dilim,30,Düşük Nemli Tam Yağlı Mozzarella,318.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Süt Ürünleri | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
171,Yarım Yağlı Süt,Süt Ürünleri,,42.5,3.3333,5,1,0,0,0,1 Bardak,240,Yarım Yağlı Süt,50.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA eşleşmesini elle onayla; uygunsa verified yap
172,Yoğurt (Yarım Yağlı),Süt Ürünleri,,51.3333,2.8667,3.7333,2.5333,0,0,0,1 Kase,150,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kaynak bulunana kadar pending kalsın
173,Yumurta (Çiğ),Genel,Yumurta,144,12.6,0.8,9.6,0,0,0,1 Adet,50,Çiğ Bütün Yumurta,143.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Yumurta | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
174,Sahanda Yumurta,Genel,Yumurta,196,13,1,15,0,0,0,1 Porsiyon,100,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yumurta | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
175,Sucuklu Yumurta,Et & Tavuk,,190,10,1,16,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
176,Et Sote,Et & Tavuk,,142.5,14,3,8,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
177,Tas Kebabı,Genel,Et & Tavuk,136,10.4,4.8,8.8,0,0,0,1 Porsiyon,250,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Et & Tavuk | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
178,Musakka,Genel,Yemek,128,5.6,8.8,8,0,0,0,1 Porsiyon,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
179,Etli Güveç,Genel,Yemek,124,9.6,7.2,6.4,0,0,0,1 Porsiyon,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
180,Köfte (Ev Yapımı),Et & Tavuk,,186.6667,14.6667,5.3333,12,0,0,0,1 Porsiyon,150,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
181,Ciğer (Kızartma),Genel,Et & Tavuk,220,17.3333,6.6667,13.3333,0,0,0,1 Porsiyon,150,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Et & Tavuk | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
182,Salam,Genel,Et & Tavuk,506.6667,20,3.3333,46.6667,0,0,0,1 Dilim,30,Az Tuzlu Dana Salam,310.0,likely_related,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | category_mismatch: Genel -> Et & Tavuk | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
183,Jambon,Genel,Et & Tavuk,153.3333,18.3333,1.6667,8.3333,0,0,0,1 Dilim,30,Ballı Füme Jambon,122.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Et & Tavuk | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
