food_id,name,category,calories,protein,carbs,fat,proposed_status,review_status,notes,issues_summary
192,Bamya Yemeği,Yemek,180,4,20,9,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
193,Mücver,Yemek,240,8,18,16,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
194,Patates Salatası,Sebze,180,3,24,8,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=likely_related | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
195,Çoban Salata,Sebze,85,2,10,4,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
196,Piyaz,Yemek,220,10,28,8,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
197,Falafel,Yemek,57,2.5,5.5,3,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=likely_related | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
198,Lahana Sarması,Sebze,120,5,14,5,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
199,Ispanak Yemeği,Sebze,140,5,10,9,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
200,Fırın Makarna,Tahıl & Ekmek,420,16,52,16,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kaynak bulunana kadar pending kalsın Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
201,Balık Tava,Balık & Deniz,320,24,18,18,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
202,Midye Tava,Balık & Deniz,280,14,22,16,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
203,Kumpir,Yemek,450,12,58,18,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
204,Dürüm (Tavuk),Et & Tavuk,480,28,48,18,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
205,Yayla Çorbası,Çorba,145,5,18,6,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
206,Şehriye Çorbası,Çorba,130,4,20,4,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
207,Düğün Çorbası,Çorba,160,8,14,8,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
208,Brokoli Çorbası,Çorba,110,5,12,5,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
209,Yüksük Çorbası,Çorba,155,6,22,5,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
210,Tahin Pekmez,Kahvaltılık,196,4,28,8,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Kahvaltılık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
211,Krep,Tahıl & Ekmek,180,6,24,7,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=unclear | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
212,Waffle,Tahıl & Ekmek,291,7,38,12,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=likely_related | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
213,Poğaça (Zeytinli),Tahıl & Ekmek,280,6,32,14,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
214,Ayçiçek Yağı,Yağ & Sos,90,0,0,10,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Yağ & Sos | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
215,Antep Fıstığı,Kuruyemiş,12,0.4,0.5,1,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | portion_grams_extreme(2.0) | category_mismatch: Genel -> Kuruyemiş | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
216,Kaju,Kuruyemiş,157,5,9,12,LIKELY_OK_OR_USDA_CLOSE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Kuruyemiş | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
217,Leblebi,Kuruyemiş,120,6,18,2,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Kuruyemiş | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
218,Karışık Kuruyemiş,Kuruyemiş,175,5,6,15,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | category_mismatch: Genel -> Kuruyemiş | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
220,Çikolata (Sütlü),Atıştırmalık,150,2,16,9,LIKELY_OK_OR_USDA_CLOSE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | sugar_likely_placeholder_zero | category_mismatch: Süt Ürünleri -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
221,Gofret,Atıştırmalık,140,2,18,7,LIKELY_OK_OR_USDA_CLOSE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
222,Cips (Patates),Atıştırmalık,152,2,15,10,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_likely_placeholder_zero | category_mismatch: Sebze -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
223,Kraker,Atıştırmalık,120,3,18,4,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
224,Popcorn,Atıştırmalık,93,3,12,4,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
225,Granola Bar,Tahıl & Ekmek,190,4,28,7,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,needs_review,USDA adayını elle kontrol et; pişmiş/çiğ farkını netleştir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
226,İrmik Helvası,Tatlı,280,4,38,13,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
229,Peynirli Tost,Tahıl & Ekmek,340,14,36,16,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
230,Sucuklu Pide,Tahıl & Ekmek,680,28,72,32,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
231,Tavuklu Salata,Et & Tavuk,220,24,10,10,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
232,Ton Salata,Yemek,195,22,8,9,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
233,Mercimek Salatası,Baklagil,180,10,26,5,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
236,Karnıyarık (Kıymalı),Yemek,340,16,18,24,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
237,Tavuk Sote,Et & Tavuk,260,32,8,11,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,needs_review,TÜRKOMP/tarif hesabı gerekir Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
238,Balık (Izgara),Balık & Deniz,206,34,0,7,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kaynak bulunana kadar pending kalsın Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
239,Muzlu Süt,İçecek,180,7,28,4,NO_CANDIDATE_KEEP_CURRENT_PENDING,needs_review,Kategori düzelt + değer kontrol Kategori düzeltildi; besin değerleri değişmedi. Lif/şeker/sodyum placeholder sıfır; gerçek değerler eklenmeli.,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | sugar_likely_placeholder_zero | category_mismatch: Süt Ürünleri -> İçecek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder
